title,author,year,press,price,category
写给儿童的中国历史（全14册）,陈卫平著 步印童书 出品,2014,新世界出版社,355.0,童书
笑背古诗：漫画版（全4册 ），中国诗词大会点评嘉宾推荐 含小学生必背古诗词75首+80首 适合小学生的国学经典儿童诗歌 当当首发独家,刘义良 著，夏和 绘,2019,湖南教育出版社,140.0,童书
一只特立独行的鸡 （儿童自主意识养成，从小培养孩子勇敢与自信，不盲目顺从他人，相信自己，做自己到学会我会爱自己的优秀图画书，帮助孩子自立、自爱、自信的成长）,绘（美）大卫·海德·卡斯特罗  著（美）梅根·多德·兰伯特  译 李一慢,2018,黑龙江美术出版社,39.8,童书
我不敢说，我怕被骂——邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！,文：〔荷兰〕皮姆?范?赫斯特  图：〔荷兰〕妮可?塔斯马,2019,北京联合出版公司,39.8,童书
小鸡球球触感玩具书：全5册,[日]入山智 著绘；崔维燕 译；心喜阅童书 出品,2016,长江少年儿童出版社,250.0,童书
高等数学习题全解指南（下册）同济 第七版,同济大学数学系,2014,高等教育出版社,39.4,教材
普通心理学(第5版）,彭聃龄,2019,北京师范大学出版社,78.0,教材
工程数学 线性代数 第六版,同济大学数学系,2014,高等教育出版社,22.2,教材
会计学原理(厦门大学会计系列教材),吴水澎 主编,2011,经济科学出版社,46.0,教材
营销管理（第15版·彩色版）,"菲利普·科特勒,凯文·莱恩·凯勒",2016,格致出版社,118.0,教材
概率论与数理统计习题全解指南(浙大·第四版),浙江大学 盛骤 谢式千 潘承毅,2012,高等教育出版社,34.2,教材
普通高等教育国家级重点教材·外国教育史教程（第三版）,吴式颖、李明德主编,2015,人民教育出版社,49.0,教材
经济学原理 （第7版）(微观经济学分册 )   曼昆,（美）曼昆　著，梁小民，梁砾　译,2015,北京大学出版社,72.0,教材
君主论（精装本）,[意]尼科洛·马基雅维里 著，潘汉典 译,2017,商务印书馆,22.0,社会科学
米小圈上学记二年级（套装共4册）,北猫,2018,四川少儿出版社,100.0,童书
把坏脾气收起来,〔美〕卡罗尔·罗思，（美）拉申·凯里耶,2017,北京科学技术出版社,36.0,童书
我的专注力训练游戏（全3册）,[日]efuca.伊藤由香 著  胡静 译,2016,化学工业出版社,59.4,童书
米小圈脑筋急转弯（套装共4册）,北猫,2016,四川少儿出版社,64.0,童书
不可思议的旅程（凯迪克大奖绘本三部曲）,[美] 艾伦·贝克尔 著， 爱心树童书  出品,2016,新星出版社,118.8,童书
罗尔德·达尔作品典藏 了不起的狐狸爸爸,罗尔德·达尔,2017,明天出版社,15.0,童书
手不是用来打人的（儿童好品德系列，全5册）,（美）伊丽莎白·弗迪克等著 陈薇薇、刘宣谷译 步印童书 出品,2018,贵州教育出版社,99.0,童书
我的第一本地理启蒙书,郑利强 段虹(绘) 步印童书 出品,2016,新世界出版社,49.8,童书
如何阅读一本书,[美]莫提默·J.艾德勒  查尔斯·范多伦 著，郝明义 朱衣 译,2004,商务印书馆,46.0,社会科学
乡土中国（精装）2019年语文新课标课外必读图书！畅销十年！费孝通著作！累计评价10万+,费孝通,2015,人民出版社,21.0,社会科学
见识城邦·娱乐至死,（美）波兹曼　著，章艳　译,2015,中信出版社,38.0,社会科学
厚黑学(李宗吾著),李宗吾 著，新华先锋 出品,2006,群言出版社,29.8,社会科学
乡土中国(著名社会学家费孝通传世经典，研究中国乡土社会，传统文化与社会结构，认识中国国情的杰作。畅销七十年，了解中国文化必读的经典）,费孝通,2018,华东师范大学出版社,20.0,社会科学
译文纪实系列·血疫——埃博拉的故事,[美] 理查德·普雷斯顿 著，姚向辉 译,2016,上海译文出版社,45.0,社会科学
乌合之众,（法）古斯塔夫.勒庞,2019,中央编译出版社,26.0,社会科学
日本世相02·饱食穷民,[日]斋藤茂男,2020,浙江人民出版社,45.0,社会科学
教育的情调（世界著名教育学专家马克斯·范梅南的经典之作，为父母和教师而作，助您成为“机智”的教育者。）,[加]马克斯·范梅南、李树英,2019,教育科学出版社有限公司,39.0,社会科学
权力精英（经久不衰的权力著作，看清社会等级的真相！切·格瓦拉与卡斯特罗联袂推荐，社会学必读之书！）,[美] C.赖特·米尔斯 译 者：李子雯,2019,北京时代华文书局,78.0,社会科学
自由在高处（增订版）,熊培云,2015,新星出版社,42.0,社会科学
七十二堂写作课：夏丏尊叶圣陶教你写文章,夏丏尊 叶圣陶,2017,开明出版社,48.0,社会科学
乡土中国（精装修订版）,费孝通,2016,北京大学出版社,26.0,社会科学
后真相时代：梁文道推荐，刘苏里解读，2019书业年度图书,"赫克托·麦克唐纳（Hector MacDonald）,译者：刘清山  后浪",2019,民主与建设出版社,49.8,社会科学
跨越边界的社区：北京“浙江村”的生活史（修订版）,项飙,2018,生活.读书.新知三联书店,68.0,社会科学
爱弥儿（上下册）（西方学术经典·精装版）,（法）让-雅克·卢梭,2016,台海出版社,78.0,社会科学
第二性（ⅠⅡ 全两册）,（法）西蒙娜德波伏瓦　著，郑克鲁　译,2011,上海译文出版社,85.0,社会科学
爆款文案写作训练手册（一句好文案，胜过1000个销售高手！7天教你写出有灵魂的文案。),福蕴著,2019,北京理工大学出版社,49.8,社会科学
过剩之地：美式富足与贫困悖论,[美]莫妮卡·普拉萨德 著,2018,上海人民出版社,69.0,社会科学
浮生六记（详细注解+准确优美直译，你一定能读懂原文，李现推荐）,（清）沈复 著   梦窗 译注,2019,时代文艺出版社,35.0,文学
爱你就像爱生命（精装彩插典藏版）,王小波 李银河 著，博集天卷 出品,2017,湖南文艺出版社,39.8,文学
飞花令里读诗词 精装读书会,琬如,2018,南京出版社,49.0,文学
雷雨,曹禺 著，新经典 出品,2017,北京十月文艺出版社,36.0,文学
我喜欢生命本来的样子(周国平经典散文作品集),周国平,2017,作家出版社,45.0,文学
诗经（韩寒推荐，全三册注音插图版）,骆玉明(解注)，果麦文化 出品,2018,三秦出版社,138.0,文学
面纱,（英）毛姆著 ; 田伟华译著,2018,开明出版社,49.8,文学
康辉：平均分（当当印签版书法）,康辉,2019,长江文艺出版社,58.0,文学
小山词（至美古风全彩版）,晏几道 著 时代华语 出品,2018,江苏凤凰文艺出版社,42.0,文学
当我谈跑步时，我谈些什么（2015典藏版）,〔日〕村上春树 著  著，施小炜 译，新经典 出品,2015,南海出版公司,36.0,文学
作家榜经典：宋词三百首（马未都推荐版《宋词三百首》！带您直抵生活美学源头，遇见内心向往的生活！统编语文教材推荐阅读书目）,[清] 上彊村民 著，姚敏 译，作家榜经典 出品，大星文化，赵孟頫；张择端；扬州八怪；恽寿平等 绘，,2019,中信出版社,99.8,文学
樊登推荐 写给年轻人的中国智慧（精装）,王蒙,2019,北京联合出版有限公司,192.0,文化
桃李春风一杯酒：唐朝诗人的快意人生 （中国诗词大会通关必读，独家书签版）,叶楚桥,2019,贵州人民出版社,50.0,文学
余秋雨 文化苦旅（1-9年级必读书单）,余秋雨 著 时代华语 出品,2014,长江文艺出版社,38.0,文学
云雀叫了一整天：收录从前慢，木心金句纷披的代表诗篇,木心,2013,广西师范大学出版社,30.0,文学
李诞 冷场（新版！《奇葩说》导师，《吐槽大会》总策划李诞全新自扯自蛋短篇故事集）,李诞  韩寒监制， 果麦文化 出品,2018,四川文艺出版社,45.0,文学
丰子恺愿你一生清澈明朗,丰子恺,2017,现代出版社,39.8,文学
一生自在：季羡林的自在智慧（90天发行10万册！金庸、贾平凹、白岩松、林青霞极力推崇）,季羡林 著 时代华语 出品,2019,江苏凤凰文艺出版社,45.0,文学
作家榜经典：人间词话（未删节插图珍藏版！上海国际学校指定必读版！全本全译全注，无需古文基础，就能完全读懂）,王国维 著，周公度 译注，陈家泠 于非闇 绘，作家榜经典 出品，大星文化,2017,浙江文艺出版社,56.0,文学
设计诗（易烊千玺推荐）,朱赢椿,2011,广西师范大学出版社,39.0,文学
瓦尔登湖（瓦尔登湖畔，不只是身体的栖息之所，更是精神的沉思之地，李现推荐，1-9年级必读书单）,（美）亨利戴维梭罗,2015,作家出版社,25.0,文学
浮生六记,（清）沈复著 ; 陈默编注,2018,浙江工商大学出版社,58.0,文化
罗生门,[日] 芥川龙之介 著,2018,开明出版社,58.0,文化
论语（2019新版！全文注音+详尽注释+精准翻译，无需古文基础，也能轻松读懂）,张圣洁 主编；闫立君、刘汛涛 副主编,2019,浙江教育出版社,38.0,文化
观山海  “百鬼画师”杉泽绝美诠释山海经,"杉泽 著,博集天卷 出品",2018,湖南文艺出版社,168.0,文化
郭论（郭德纲2018年重磅新作）,"郭德纲 著,博集天卷 出品",2018,湖南文艺出版社,49.8,文化
显微镜下的大明（马伯庸著，全新明朝历史书）,"马伯庸 著,博集天卷 出品",2019,湖南文艺出版社,52.0,文化
中国文化课（余秋雨2019全新重磅作品！樊登读书会推荐！）,余秋雨,2019,中国青年出版社,128.0,文化
菊与刀,（美）本尼迪克特著、 秦墨译,2018,开明出版社,48.0,文化
吾国与吾民（林语堂精装2018版）,"林语堂 著,博集天卷 出品",2018,湖南文艺出版社,49.0,文化
菊与刀（畅销全球70年，销售逾3000万册，亲切易懂的日本国民性格说明书。读者认证，销量遥遥领先。）,（美）鲁思·本尼迪克特，果麦文化 出品,2016,浙江文艺出版社,35.0,文化
罗生门,芥川龙之介 著 林皎碧 译,2017,江苏凤凰文艺出版社,38.0,文化
诺贝尔文学奖提名  北京法源寺（李敖作品大师珍藏版，当当全国独家）,李敖,2018,台海出版社,39.8,文化
生活的艺术（林语堂精装2018版）,"林语堂 著,博集天卷 出品",2018,湖南文艺出版社,52.0,文化
北京古建筑物语（套装3册）红墙黄瓦+晨钟暮鼓+八面来风,张克群著,2019,化学工业出版社,144.0,文化
故宫院长说故宫 图文并茂 全彩精装,李文儒，高高国际 出品,2017,天地出版社,68.0,文化
千家诗（2019新版！全文注音+详尽注释+作者介绍+大意简析，无需音韵基础，也能轻松读懂）,张圣洁  主编,2019,浙江教育出版社,35.0,文化
德云社班主套装（郭论+玩儿）,"郭德纲 于谦 著,博集天卷 出品",2018,湖南文艺出版社,99.6,文化
蒋勋三讲：华语经典畅销书（套装全3册，生活十讲+孤独六讲+品味四讲）,蒋勋 著 时代华语 出品,2017,长江文艺出版社,144.0,文化
阅读的艺术,聂震宁 著，高高国际 出品,2020,作家出版社,78.0,文化
怪奇事物所（大张伟直播推荐）,"怪奇事物所 著,博集天卷 出品",2020,国际文化出版公司,58.0,科普读物
从一到无穷大（清华大学新生礼物，校长邱勇推荐！从一粒原子到无穷宇宙，一本书汇集人类认识世界、探索宇宙的方方面面）,乔治·伽莫夫，译者：阳曦，果麦文化 出品,2019,天津人民出版社,58.0,科普读物
时间简史（插图本）（央视《朗读者》推荐）,史蒂芬·霍金,2014,湖南科技出版社,45.0,科普读物
很杂很杂的杂学知识：拿得起放不下的学问书（让百度疯狂，谷歌抽搐的杂学百科！一书在手，让你成为异性眼中的“博学红人”，社交圈子中“风趣明星”。）,张立辉　编著,2014,中国画报出版社,36.0,科普读物
上帝掷骰子吗？：量子物理史话：升级版,曹天元,2019,北京联合出版有限公司,59.8,科普读物
果壳中的宇宙,史蒂芬·霍金,2014,湖南科技出版社,42.0,科普读物
这里是中国,星球研究所，中国青藏高原研究会,2019,中信出版社,168.0,科普读物
第一推动丛书 生命系列:第一推动丛书 生命系列:生命是什么,【奥】埃尔温?薛定谔,2018,湖南科技出版社,39.0,科普读物
第一推动丛书综合系列:复杂,[美] 梅拉妮?米歇尔,2018,湖南科技出版社,69.0,科普读物
what if那些古怪又让人忧心的问题（珍藏版）,兰道尔·门罗，未读 出品,2016,北京联合出版公司,68.0,科普读物
1分钟物理：“中科院物理所”趣味科普专栏【第一辑】,中科院物理所 编，未读 出品,2019,北京联合出版有限公司,55.0,科普读物
这才是好读的数学史（美国数学协会指定美国中学数学史教材）,(美) 比尔·伯林霍夫  (美)费尔南多·辜维亚  著,2019,北京时代华文书局,68.0,科普读物
时间的秩序,"[意] 卡洛·罗韦利 著,博集天卷 出品",2019,湖南科技出版社,56.0,科普读物
从一到无穷大(人民日报官方推荐版本),乔治·伽莫夫,2019,文化发展出版社,39.8,科普读物
海错图笔记套装（独家赠送配套印签明信片，博物君考证141幅原图）,张辰亮（@博物君）著， 中国国家地理·图书 出品,2019,中信出版社,224.0,科普读物
宇宙 （雨果奖、普利策奖、艾美奖得主卡尔萨根经典作品）,卡尔·萨根,2017,广西科学技术出版社,68.0,科普读物
长城绘,帝都绘工作室 著，中国国家地理·图书 出品,2019,北京联合出版有限公司,98.0,科普读物
趣味物理学,（苏）雅科夫·伊西达洛维奇·别莱利曼,2011,武汉出版社,49.8,科普读物
给仰望者的天文朝圣之旅,[美]切特·雷莫 著，高爽 译，[美]迈克尔·麦柯迪 绘，未读 出品，,2019,北京联合出版有限公司,55.0,科普读物
生命是什么,【奥】埃尔温?薛定谔,2019,江苏凤凰科学技术出版社,48.0,科普读物
你的善良必须有点锋芒(在得寸进尺的人面前，你的善良其实一文不值。与人为善，不可失去底线。),慕颜歌  著，文通天下  出品,2016,古吴轩出版社,32.8,成功/励志
人性的弱点,（美）卡耐基　著，林杰　译,2015,北京联合出版公司,29.8,成功/励志
每天演好一个情绪稳定的成年人,"老杨的猫头鹰 著,博集天卷 出品",2019,湖南文艺出版社,45.0,成功/励志
高效学习（“日本学习之神”和田秀树的学习之道）,【日】和田秀树 著 蓝朔 译 时代华语 出品,2018,北京联合出版有限公司,42.0,成功/励志
董卿：做一个有才情的女子,乔瑞玲 著，轻阅时光 出品,2018,百花洲文艺出版社,39.8,成功/励志
断舍离+断舍离（心灵篇）+自在力 套装（全三册）,山下英子,2015,广西科学技术出版社,96.0,成功/励志
秘密（经典身心灵励志读物，为人生带来喜悦转变的能量之书，“吸引力法则”三部曲扛鼎之作。）,"朗达·拜恩（Rhonda Byrne） ,博集天卷 出品",2018,湖南文艺出版社,56.0,成功/励志
方与圆,丁远峙,2007,海天出版社,24.0,成功/励志
蔡康永的情商课：为你自己活一次（印章版）,"蔡康永 著,博集天卷 出品",2018,湖南文艺出版社,42.0,成功/励志
即兴演讲 掌控人生关键时刻（樊登读书创始人樊登博士倾力推荐！）,[加]朱迪思·汉弗莱（Judith Humphrey）,2018,人民邮电出版社,49.0,成功/励志
情商：为什么情商比智商更重要,丹尼尔·戈尔曼 著,2018,中信出版社,69.0,成功/励志
生活需要仪式感 （把温暖和感动带给你在乎的人。 抖音、小红书同款推荐，品质生活超值典范佳作！仪式感帮你驱走平淡和乏味。）,李思圆 著，文通天下 出品,2017,山东文艺出版社,36.0,成功/励志
所有失去的都会以另一种方式归来 耿帅经典之作（连续畅销4年，200万读者特别推荐！看完此书，你当坚强，自有力量！）,耿帅 著 华文天下出品,2016,九州出版社,39.8,成功/励志
黎贝卡 今天也要认真穿（全网爆款图书  1000万+读者追随的时尚博主首部力作）,黎贝卡 著 时代华语 出品,2019,长江文艺出版社,49.8,成功/励志
穷查理宝典：查理·芒格智慧箴言录（增订本）,[美] 彼得·考夫曼 | 编 李继宏 译,2016,中信出版社,168.0,成功/励志
少有人走的路(全4册) 全新整理版,斯科特·派克,2017,中华工商联合出版社,150.0,成功/励志
关键对话：如何高效能沟通（原书第2版）（珍藏版） 团购电话:4001066666转6,[美] 科里·帕特森、毕崇毅 译,2017,机械工业出版社,45.0,成功/励志
当下的力量（珍藏版）,(德)埃克哈特.托利,2013,中信出版社,32.0,成功/励志
吸引力法则  2018年新版,（美）杰克·坎菲尔德，D.D.沃特金 著   译者：张彩，双螺旋文化 出品,2018,光明日报出版社,29.8,成功/励志
遇见未知的自己,张德芬 著，博集天卷 出品,2016,湖南文艺出版社,38.0,成功/励志
唐诗三百首 小学生 成长必读 绘本 注音版,思睿 编著,2016,北方妇女儿童出版社,40.0,中小学教辅
装在口袋里的爸爸 曹文轩推荐儿童文学经典书系 3万多名读者热评！,杨鹏 著,2015,北京教育出版社,20.8,中小学教辅
假如给我三天光明（中小学语文新课标必读名著 ）420000多名读者热评！,(美) 海伦 凯勒著,2012,商务印书馆,14.8,中小学教辅
三十六计（彩图注音版）小学生语文新课标必读丛书,刘敬余主编,2013,北京教育出版社,13.8,中小学教辅
蓝鲸的眼睛 曹文轩推荐儿童文学经典书系 9万多名读者热评！,冰波 著,2015,北京教育出版社,22.8,中小学教辅
老人与海（中小学新课标必读名著）110000多名读者热评！,（美）海明威　著，童趣出版有限公司　编,2013,人民邮电出版社,12.8,中小学教辅
呼兰河传（中小学新课标必读名著）72000多名读者热评！,萧红著,2013,人民邮电出版社,15.8,中小学教辅
地球的故事 统编语文教科书四年级（下）指定阅读（中小学新课标必读名著）,（美）房龙,2018,南方出版社,22.8,中小学教辅
数学原来可以这样学（畅销日本300万册，小学生家长必备。让孩子爱上数学的神奇魔法书！随书赠送数学练习簿）,野口哲典 著，博集天卷 出品,2014,湖南人民出版社,32.8,中小学教辅
文具的家 一年级下册 统编版语文教材配套阅读 课外必读 课文作家作品系列,圣野 著，晓波 选编，王林 主编,2017,人民教育出版社,19.8,中小学教辅
红楼梦 部编高中语文教材高一下“读整本书”阅读推荐书目（足本典藏精装 无障碍阅读 疑难字注音 解词释义）,曹雪芹,2016,商务印书馆,46.0,中小学教辅
俗世奇人（足本）（“教育部统编《语文》推荐阅读丛书”）,冯骥才,2018,人民文学出版社,28.0,中小学教辅
拉封丹寓言 统编语文教科书三年级（下）推荐阅读（中小学新课标必读名著）10000多名读者热评！,（法）让 德 拉封丹,2018,南方出版社,22.8,中小学教辅
海底两万里（新课标·部编本教材推荐阅读  七年级下）,[法]儒勒·凡尔纳 著 陈筱卿 译,2017,浙江工商大学出版社,25.0,中小学教辅
中国神话故事（注音美绘本）全国著名语文特级教师 窦桂梅推荐 小学生语文新课标必读书系 爱上阅读系列,金波,2016,北京教育出版社,25.8,中小学教辅
骆驼祥子 统编语文教科书七年级（下）指定阅读篇目：海底两万里 骆驼祥子（中小学新课标必读名著）230000多名读者热评！,老舍  著,2012,商务印书馆,15.8,中小学教辅
我今天写什么日记,（韩）郑雪芽　著，许吉蓉　译,2014,辽宁科学技术出版社,32.0,中小学教辅
【彩图注音版】雷锋的故事正版书 小学生1-2-3一二年级三年级必读课外书6-8-10岁带拼音少儿人物 语文新课标 班主任推荐阅读书籍,邓敏华,2017,黑龙江美术出版社,18.8,中小学教辅
鲁滨孙漂流记 统编小学语文教材六年级下册快乐读书吧推荐必读书目 又译：鲁滨逊漂流记 160000多名读者热评！,［英］笛福  著,2012,商务印书馆,14.8,中小学教辅
现代汉语词典(第7版) 商务印书馆,中国社会科学院语言研究所词典编辑室 编,2016,商务印书馆,109.0,中小学教辅
阿米巴经营——畅销十周年纪念版，当当全国独家（团购，请致电400-106-6666转6）,[日]稻盛和夫 著，曹岫云 译,2016,中国大百科全书出版社,35.0,管理
定位系列·定位（重译版） 团购电话:4001066666转6,[美]艾.里斯（Al Ries）杰克.特劳特（Jack Trout）,2017,机械工业出版社,59.0,管理
成事：冯唐品读曾国藩嘉言钞（成功不可复制，但人生一世，总得做成几件事情）,冯唐，果麦文化 出品,2019,天津人民出版社,68.0,管理
深度工作:如何有效使用每一点脑力  共读书目,"[美]卡尔·纽波特(Cal Newport) , 译者：宋伟   后浪",2017,江西人民出版社,45.0,管理
OKR工作法：谷歌、领英等公司的高绩效秘籍（团购，请致电400-106-6666转6）,(美)克里斯蒂娜·沃特克,2017,中信出版社,42.0,管理
两次全球大危机的比较研究（刘鹤继翻译《经济发展理论的十位大师》之后的又一力作，权威视角探究经济危机，解读中国新经济政策的风向标）,刘鹤 编,2013,中国经济出版社,65.0,管理
超级符号就是超级创意：席卷中国市场17年的华与华战略营销创意方法（第三版）（全新增订50页图文干货）,华杉、华楠,2019,江苏凤凰文艺出版社,74.9,管理
运营之光：我的互联网运营方法论与自白 2.0,黄有璨,2017,电子工业出版社,99.0,管理
态度  吴军新书,吴军,2018,中信出版社,59.0,管理
好文案一句话就够了,[日]川上徹也 著 涂绮芳 译 时代华语 出品,2018,北京联合出版有限公司,42.0,管理
德鲁克 管理的实践（2019年新版）,[美]彼得·德鲁克（Peter F. Drucker）,2018,机械工业出版社,99.0,管理
高效写作：持续打造爆文的实战攻略(数万人实测，口碑爆棚),汤小小 著 时代华语 出品,2019,江苏凤凰文艺出版社,46.0,管理
闭环思维（罗振宇、老喻、李嘉诚、侯小强等大咖倡导的理念）,智俊启 著 时代华语 出品,2019,中国友谊出版公司,42.0,管理
销售一定要懂得的心理学：金牌销售必备的100个心里营销策略,文义明,2011,中国经济出版社,32.0,管理
论人类不平等的起源和基础,（法）让-雅克卢梭著，邓冰艳 译，果麦文化 出品,2015,浙江文艺出版社,32.0,哲学/宗教
领导力21法则:追随这些法则，人们就会追随你（一切组织和个人的荣耀与衰落，都源自领导力！）团购电话4001066666转6,(美)约翰C.马克斯维尔(John C.Maxwell) 著；路本福 译；读客文化 出品,2017,文汇出版社,45.0,管理
债务危机：《原则》作者、桥水创始人瑞·达利欧新作，桥水44年危机应对经验公开。（团购，请致电400-106-6666转6）,[美]瑞·达利欧（Ray Dalio）,2019,中信出版社,98.0,管理
疯传——让你的产品、思想、行为像病毒一样入侵,乔纳.伯杰（Jonah Berger）,2014,电子工业出版社,48.0,管理
一本书读懂财报（全新修订版）,肖星,2019,浙江大学出版社,45.0,管理
NLP思维：高效人士都在用的影响力沟通技能,（英）杰里米·拉萨路 著，陶尚芸 译,2018,台海出版社,45.0,管理
读懂一本书：樊登读书法（尊享赠语书签）,樊登,2019,中信出版社,59.0,管理
智慧书：假如我现在25岁，最想做的N件事（马云推荐！洞悉人性和完善自我的智慧奇书！全新未删节插图珍藏版）作家榜经典文库,[西] 巴尔塔萨尔·格拉西安 著，张广森 译，作家榜经典 出品，大星文化,2018,中信出版社,39.8,哲学/宗教
老子道德经注（中华国学文库）,王弼 注，楼宇烈 校释,2011,中华书局,29.0,哲学/宗教
万有引力书系：无处安放的同情（关于全球化的道德思想实验）,【德】汉宁·里德（Henning Ritter）著,2020,广东人民出版社,58.0,哲学/宗教
理想国(汉译名著本),[古希腊]柏拉图 著，郭斌和 张竹明 译,1986,商务印书馆,42.0,哲学/宗教
能断金刚：超凡的经营智慧（《当和尚遇到钻石》十周年增订版）,（美）麦克·罗奇 著， 夏理扬、田多多等 译,2013,江西人民出版社,39.8,哲学/宗教
小窗幽记（中国修身养性三大奇书之一，周作人、季羡林、钟淑河等大师一致推崇。）,（明） 陈继儒 著,2019,吉林美术出版社,49.8,哲学/宗教
陈果：好的爱情（陈果关于爱的哲学，揭示爱情、友情、自爱的内涵！长久的爱情，是一次又一次爱上同一个人）,陈果　著；读客文化 出品,2018,人民日报出版社,39.0,哲学/宗教
和繁重的工作一起修行：平和喜乐地成就事业,一行禅师 著，读客图书 出品,2015,河南文艺出版社,28.0,哲学/宗教
逻辑思维与诡辩：南开大学60堂改变思维方式的逻辑公开课,张晓芒 著，斯坦威 出品,2019,台海出版社,49.8,哲学/宗教
沉思录（梁实秋经典译本精装典藏版，一位古罗马哲学家皇帝的智慧箴言，斯多葛哲学派传世代表作）【果麦经典】,作者 玛克斯·奥勒留，译者 梁实秋，果麦文化 出品,2017,天津人民出版社,36.0,哲学/宗教
一切都是最好的安排（新版）,加措,2018,中国友谊出版公司,39.8,哲学/宗教
图解易经（白话图解速断版）,高永平,2012,江西科学技术出版社,68.0,哲学/宗教
人生哲思录（全新修订版）,周国平  著，  新经典   出品,2019,北京十月文艺出版社,88.0,哲学/宗教
中国哲学简史（独家附赠冯友兰先生历史老照片),冯友兰 著，涂又光 译,2013,北京大学出版社,38.0,哲学/宗教
金刚经说什么,南怀瑾,2019,东方出版社,52.0,哲学/宗教
周易全解 （易经占卜入门、 周易风水、周易预测学入门、易经命理古典经典哲学书籍）,金景芳 吕绍纲,2013,吉林大学出版社,48.0,哲学/宗教
精进：极简论语,王蒙,2019,北京联合出版有限公司,48.0,哲学/宗教
中国哲学简史(著名哲学家冯友兰畅销数百万册的经典。指引人生，充满洞见，了解中国哲学与中国文化必读。季羡林、李慎之、陈来推荐),冯友兰著，赵复三译,2017,民主与建设出版社,39.8,哲学/宗教
懂你（复旦名师陈果作品！）,陈果,2016,山东画报出版社,24.0,哲学/宗教
活着（精装版，余华代表作，易烊千玺推荐阅读版本）,余华 著，新经典 出品,2017,北京十月文艺出版社,35.0,小说
围城,钱钟书　著,1991,人民文学出版社,39.0,小说
夏天、烟火和我的尸体（乙一16岁惊世成名作，高口碑暗黑杰作，获第6届JUMP小说大奖）,（日）乙一   著，  新经典   出品,2019,南海出版公司,45.0,小说
外婆的道歉信（畅销100万册，马思纯领读书目。人民日报、央视好评。张皓宸、七英俊推荐。口碑爆棚的温情小说。附赠一封神秘道歉信）,[瑞典]弗雷德里克·巴克曼，译者 孟汇一，果麦文化 出品,2017,天津人民出版社,42.0,小说
局外人（如果你在人群中感到格格不入，一定要读《局外人》 ！全新精装插图珍藏版！诺奖作品，此生必读，耐人回味。）【读客经典文库】,[法]加缪,2019,江苏凤凰文艺出版社,45.0,小说
红岩（七年级下册必读）,罗广斌，杨益言,2017,中国青年出版社,36.0,小说
鼠疫（加缪作品）,阿尔贝·加缪 著，刘方 译,2013,上海译文出版社,34.0,小说
漫长的告别（怪不得村上春树读了12遍！每每陷入困境，村上春树便打开《漫长的告别》！全新精装插图珍藏版！）（读客经典文库）,雷蒙德·钱德勒 著；姚向辉 译；读客文化 出品,2018,海南出版社,69.0,小说
作家榜经典：人间失格（李现推荐！全新未删节插图珍藏版，译者获日本H氏大奖！我以为自己很孤独，幸好看了《人间失格》）,[日] 太宰治 著，田原 译，作家榜经典 出品，大星文化，李宁浪 绘，,2019,中信出版社,39.9,小说
作家榜经典：老人与海（上海国际学校指定必读版本！一字未删插图珍藏版！免费赠《老人与海》英文原版）,[美] 海明威 著，鲁羊 译，作家榜经典 出品，大星文化，Slava Shults 绘，,2017,浙江文艺出版社,39.8,小说
东野圭吾：嫌疑人X的献身（易烊千玺、王凯推荐，至为纯粹的爱情，绝好的诡计）,东野圭吾 著，刘子倩 译，新经典 出品,2014,南海出版公司,35.0,小说
月亮与六便士,（英）毛姆著 ; 李志清译著,2018,开明出版社,49.8,小说
那不勒斯的萤火（被誉为欧美文坛近十年来的“灯塔”巨作，跟《追风筝的人》《阿甘正传》一样震撼灵魂、给人力量。）,马西米利亚诺· 威尔吉利奥，白马时光 出品,2018,百花洲文艺出版社,42.0,小说
局外人·鼠疫（局外人又译为“异乡人”。著名翻译家李玉民翻译，拓展性注释，阅读不卡顿）,﹝法﹞阿尔贝·加缪（著），李玉民（译）,2018,时代文艺出版社,33.0,小说
牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、李现、黄轩、TFBOYS、高圆圆推荐，能改变一个人一生的书）,（巴西）保罗·柯艾略 著，新经典 出品,2018,北京十月文艺出版社,35.0,小说
茶包小偏方，喝出大健康（全二册）全新修订典藏版,陈允斌著，紫图出品,2019,吉林科学技术出版社,169.0,保健/养生
睡眠革命：如何让你的睡眠更高效,[英]尼克·利特尔黑尔斯,2017,北京联合出版公司,49.8,保健/养生
薄世宁医学通识讲义,薄世宁,2019,中信出版社,69.0,保健/养生
儿童健康讲记：一个中医眼中的儿童健康、心理与教育（李辛老师关于儿童身心健康专题讲座汇编。徐文兵 梁冬联袂推荐！）,李辛　著,2015,四川科技出版社,48.0,保健/养生
房思琪的初恋乐园,林奕含 著，磨铁图书 出品,2018,北京联合出版有限公司,45.0,小说
一九八四（又译作“1984”）,"[英]乔治·奥威尔 著,傅霞 译",2018,时代文艺出版社,32.0,小说
红楼梦原著版（上、下册）（全两册）（1-9年级必读书单）（团购电话:400-1066666转6）全本120回,曹雪芹,2013,人民文学出版社,59.7,小说
人间失格（太宰治自传体小说）,"（日）太宰治 著，杨伟 译,麦书房出品，有容书邦发行",2018,江苏凤凰文艺出版社,45.0,小说
